PHTG1072	(3)	PHOTO FUNDMNTLS	701060	UCBA	LE	MW     	1:00p - 4:00p	CI	Braverman, J.	05/09/2016 - 06/21/2016
PHYS1017	(3)	HOW THINGS WORK	702633	OT	TBA	WB	Staff	05/09/2016 - 06/21/2016
PHYS1018	(3)	HOW THINGS WORK	702634	OT	TBA	WB	Staff	05/09/2016 - 06/21/2016
PHYS1021	(3)	STARS & GALAXIES	703039	OT	TBA	WB	Plano Clark, M.	05/09/2016 - 06/21/2016
PHYS1037	(3)	ENERGY 21ST CENT	702194	OT	TBA	WB	Church, D.	05/09/2016 - 06/21/2016
PHYS1051	(4)	GEN PHYSICS 1	702639	WEST	LE	MTWR   	8:00a - 10:00a	CI	Staff	05/09/2016 - 06/21/2016
PHYS1051L	(1)	GEN PHYSICS LAB I	702641	WEST	LB	TR     	10:10a - 12:30p	CI	Sitko, M.	05/09/2016 - 06/21/2016
PHYS1051L	(1)	GEN PHYSICS LAB I	702642	WEST	LB	TR     	10:10a - 12:30p	CI	Sitko, M.	05/09/2016 - 06/21/2016
PHYS1051L	(1)	GEN PHYSICS LAB I	702643	WEST	LB	TR     	12:35p - 2:55p	CI	Sitko, M.	05/09/2016 - 06/21/2016
PLAN2012	(3)	PLAN DSGN STUDIO	701351	WEST	LE	MWF    	9:00a - 2:00p	CI	Mehta, V.	05/09/2016 - 06/21/2016
PLAN4041	(3)	PLAN DES STUD TOPIC	701352	WEST	LE	MWF    	9:00a - 2:00p	CI	Palazzo, D.	05/09/2016 - 06/21/2016
PLAN4053	(3)	URBAN PLAN LAW	701355	WEST	LE	TR     	5:00p - 8:00p	CI	Cutler, N.	05/09/2016 - 06/21/2016
PLAN4063	(3)	PLAN THEORY & ETHIC	701357	WEST	LE	R      	9:00a - 12:20p	CI	Auffrey, C.	WEST	LE	T      	9:00a - 11:30a	CI	05/09/2016 - 06/21/2016
PLAN4084	(3)	FIN & BUDG PLANNERS	701358	WEST	LE	R      	1:00p - 3:30p	CI	vom Hofe, R.	WEST	LE	T      	12:00p - 3:20p	CI	05/09/2016 - 06/21/2016
PLAN5062	(1-6)	IND STUDY	701359	IS	TBA	IN	Palazzo, D.	05/09/2016 - 06/21/2016
PLAN5062	(1-6)	IND STUDY	701360	IS	TBA	IN	Mehta, V.	05/09/2016 - 06/21/2016
PLAN5062	(1-6)	IND STUDY	701362	IS	TBA	IN	Auffrey, C.	05/09/2016 - 06/21/2016
PLAN6090	(3*)	INTRO TO PUBLIC ART	701364	WEST	ST	M      	2:30p - 5:00p	CI	Hollstein, L.	WEST	ST	W      	2:30p - 5:30p	CI	05/09/2016 - 06/21/2016
PLAN7008	(4G)	MASTER'S THESIS	701366	IS	TBA	IN	Palazzo, D.	05/09/2016 - 06/21/2016
PLAN7062	(1-8G)	GRAD & PHD IND STUD	701368	IS	TBA	IN	Palazzo, D.	05/09/2016 - 06/21/2016
PLAN7065	(4G)	SPECIAL TOPICS	701370	IS	TBA	IN	Palazzo, D.	05/09/2016 - 06/21/2016
POL2065	(3)	POL LATIN AMERICA	702872	OT	TBA	WB	Garcia Gonzalez, E.	05/09/2016 - 06/21/2016
PORT1001	(5)	BASIC PORTUGUESE I	701946	OT	TBA	WB	Kendrick-Alcantara, C.	05/09/2016 - 06/21/2016
PSYC1001	(3)	INTRO TO PSYCHOLOGY	701099	UCBA	LE	TR     	11:15a - 2:10p	CI	Walters, A.	05/09/2016 - 06/21/2016
PSYC1001	(3)	INTRO TO PSYCHOLOGY	702575	OT	TBA	WB	McCarthy, W.	05/09/2016 - 06/21/2016
PSYC1001	(3)	INTRO TO PSYCHOLOGY	702577	OT	TBA	WB	McCarthy, W.	05/09/2016 - 06/21/2016
PSYC1001	(3)	INTRO TO PSYCHOLOGY	702578	CLER	LE	TR     	9:00a - 11:50a	CI	MacKenzie, N.	05/09/2016 - 06/21/2016
PSYC2001C	(4)	RES METH & STATS I	701113	UCBA	LE	TR     	10:30a - 12:30p	CI	Cummins-Sebree, S.	OT	TBA	WB	05/09/2016 - 06/21/2016
PSYC2001C	(4)	RES METH & STATS I	702876	WEST	LB	T      	9:00a - 11:00a	CI	Staff	WEST	LE	TR     	11:15a - 2:10p	CI	05/09/2016 - 06/21/2016
PSYC2001C	(4)	RES METH & STATS I	702878	WEST	LB	W      	9:00a - 11:00a	CI	Staff	WEST	LE	TR     	11:15a - 2:10p	CI	05/09/2016 - 06/21/2016
PSYC2001C	(4)	RES METH & STATS I	702880	WEST	LB	W      	1:30p - 3:30p	CI	Staff	WEST	LE	TR     	11:15a - 2:10p	CI	05/09/2016 - 06/21/2016
PSYC2005	(3)	CHILD & ADOL DEVEL	701101	UCBA	LE	TR     	11:15a - 2:10p	CI	Hao, Q.	05/09/2016 - 06/21/2016
PSYC2030	(3)	SENSATION & PERCEPT	702583	CLER	LE	TR     	1:00p - 3:50p	CI	MacKenzie, N.	05/09/2016 - 06/21/2016
PSYC2030	(3)	SENSATION & PERCEPT	702636	WEST	LE	MWF    	10:30a - 12:30p	CI	Staff	05/09/2016 - 06/21/2016
PSYC2042	(3)	INTERPERSONAL RELS	701102	UCBA	LE	TR     	2:30p - 5:25p	CI	Hao, Q.	05/09/2016 - 06/21/2016
PSYC2051	(3)	ABNORMAL PSYCHOLOGY	702584	OT	TBA	WB	Rastogi, M.	05/09/2016 - 06/21/2016
PSYC2051	(3)	ABNORMAL PSYCHOLOGY	702585	OT	TBA	WB	Rastogi, M.	05/09/2016 - 06/21/2016
PSYC2070	(3)	PSYCHOBIOLOGY	702652	WEST	LE	TR     	2:30p - 5:25p	CI	Fiumedora, M.	05/09/2016 - 06/21/2016
PSYC5051	(3)	RESMETH: COMMUNITY	702013	LE	TBA	WB	Peteet, B.	05/09/2016 - 06/21/2016
PSYC5055	(3)	RES METH:PERC&ACT	702661	WEST	LE	TR     	2:30p - 5:25p	CI	Thomas, B.	05/09/2016 - 06/21/2016
PSYC5057	(3)	RES METH: COG PSYCH	702852	WEST	LE	TR     	11:15a - 2:10p	CI	Weast, J.	05/09/2016 - 06/21/2016
READ1005	(3)	RDG ACADEMIC TEXTS	702136	CLER	LE	TR     	12:00p - 2:50p	CI	Kellner, D.	05/09/2016 - 06/21/2016
RSTH3010	(3)	DELIV OF RESP THER	700309	LE	TBA	WB	Keene, K.	05/09/2016 - 06/21/2016
RSTH3065	(3)	CAREGIVING IN RT	700310	LE	TBA	WB	Keene, K.	05/09/2016 - 06/21/2016
RSTH4070	(3)	SPECIALTYRT INTERN	700311	LE	TBA	WB	Keene, K.	05/09/2016 - 06/21/2016
SOC1001	(3)	INTRO SOCIOLOGY	701104	UCBA	LE	TR     	2:30p - 5:25p	CI	Callais, T.	05/09/2016 - 06/21/2016
SOC1001	(3)	INTRO SOCIOLOGY	701105	UCBA	LE	MWF    	10:30a - 12:30p	CI	Odum, T.	05/09/2016 - 06/21/2016
SOC1001	(3)	INTRO SOCIOLOGY	701121	OT	TBA	WB	Elrod, L.	05/09/2016 - 06/21/2016
SOC1001	(3)	INTRO SOCIOLOGY	702600	OT	TBA	WB	Hasse, L.	05/09/2016 - 06/21/2016
SOC1001	(3)	INTRO SOCIOLOGY	702605	CLER	LE	TR     	9:00a - 11:50a	CI	Babkova-Smith, S.	05/09/2016 - 06/21/2016
SOC3081	(3)	SOCIOLOGY OF SEX	701124	OT	TBA	WB	Elrod, L.	05/09/2016 - 06/21/2016
SPAN1001	(5)	BASIC SPANISH I	701408	OT	TBA	WB	Staff	05/09/2016 - 06/21/2016
SPAN1001	(5)	BASIC SPANISH I	701409	OT	TBA	WB	Staff	05/09/2016 - 06/21/2016
SPAN1001	(5)	BASIC SPANISH I	701410	OT	TBA	WB	Staff	05/09/2016 - 06/21/2016
SPAN1001	(5)	BASIC SPANISH I	701411	OT	TBA	WB	Staff	05/09/2016 - 06/21/2016
SPAN1001	(5)	BASIC SPANISH I	701412	OT	TBA	WB	Staff	05/09/2016 - 06/21/2016
SPAN1001	(5)	BASIC SPANISH I	701413	OT	TBA	WB	Staff	05/09/2016 - 06/21/2016
SPAN1001	(5)	BASIC SPANISH I	702069	OT	TBA	WB	Staff	05/09/2016 - 06/21/2016
SPAN1011	(3)	EXTENDED SPANISH 1	701081	UCBA	LE	MWF    	10:30a - 12:30p	CI	Staff	05/09/2016 - 06/21/2016
SPAN1011	(3)	EXTENDED SPANISH 1	701082	UCBA	LE	MWF    	10:30a - 12:30p	CI	Staff	05/09/2016 - 06/21/2016
SPAN1011	(3)	EXTENDED SPANISH 1	702071	CLER	LE	TR     	9:00a - 11:50a	CI	Staff	05/09/2016 - 06/21/2016
SPAN1011	(3)	EXTENDED SPANISH 1	702073	OT	TBA	WB	Staff	05/09/2016 - 06/21/2016
SPAN1013	(3)	EXTENDED SPANISH 3	701086	UCBA	LE	MWF    	1:00p - 3:00p	CI	Staff	05/09/2016 - 06/21/2016
SPAN1013	(3)	EXTENDED SPANISH 3	701087	UCBA	LE	MWF    	1:00p - 3:00p	CI	Staff	05/09/2016 - 06/21/2016
SPED1001	(3)	INDIV W/EXCEPTIONAL	702567	CLER	LE	TR     	1:00p - 3:50p	CI	Hulgin, K.	05/09/2016 - 06/21/2016
SPED1001	(3)	INDIV W/EXCEPTIONAL	703005	LE	TBA	WB	Bauer, A.	05/09/2016 - 06/21/2016
SPED2001	(3)	OVERVIEW SPED LAW	701242	WEST	LE	T      	4:00p - 6:50p	CI	Hord, C.	05/09/2016 - 06/21/2016
SPED4020	(1)	REL DIVERSE LRNRS	703012	IS	TBA	WB	Troup, K.	05/09/2016 - 06/21/2016
SPED6001	(3*)	INDIVID W/EXCEPTION	703004	LE	TBA	WB	Bauer, A.	05/09/2016 - 06/21/2016
SPED6004	(3*)	AUTISM SPEC DIS	703013	LE	TBA	WB	Carnahan, C.	05/09/2016 - 06/21/2016
SPED7019	(3G)	TCH BEH DISORDERS	703014	LE	TBA	WB	Haydon, T.	05/09/2016 - 06/21/2016
SPSY8070	(1-6G)	BEST PRAC IN TEACH	703153	LE	TBA	WB	Peterson, D.	05/09/2016 - 06/21/2016
STAT1031	(3)	INTRO STAT	702166	OT	TBA	WB	Agostine, D.	05/09/2016 - 06/21/2016
STAT1031	(3)	INTRO STAT	702167	OT	TBA	WB	Rosenberry, L.	05/09/2016 - 06/21/2016
STAT1031	(3)	INTRO STAT	702276	CLER	LE	MW     	6:00p - 8:50p	CI	Clough, I.	05/09/2016 - 06/21/2016
STAT1031	(3)	INTRO STAT	702315	UCBA	LE	MWF    	1:00p - 3:00p	CI	Clason, D.	05/09/2016 - 06/21/2016
STAT1031	(3)	INTRO STAT	702341	UCBA	LE	TR     	2:30p - 5:25p	CI	Chekour, A.	05/09/2016 - 06/21/2016
STAT1031	(3)	INTRO STAT	703269	OT	TBA	WB	Staff	05/09/2016 - 06/21/2016
STAT1031	(3)	INTRO STAT	703270	OT	TBA	WB	Staff	05/09/2016 - 06/21/2016
STAT1034	(3)	ELEMENTARY STAT I	700281	SP	TBA	WB	Staff	05/09/2016 - 06/21/2016
STAT1034	(3)	ELEMENTARY STAT I	702359	UCBA	LE	TR     	2:30p - 5:25p	CI	Santos, F.	05/09/2016 - 06/21/2016
STAT1034	(3)	ELEMENTARY STAT I	703271	OT	TBA	WB	Staff	05/09/2016 - 06/21/2016
SW7041	(3G)	SW IND & FAM	702863	WEST	LE	MW     	5:30p - 8:30p	CI	Staff	05/09/2016 - 06/21/2016
SW7090	(2G)	MSW INT FLD	702871	PR	TBA	IN	Zimmer, L.	
ACCT2081	(3)	FIN ACCT	701090	UCBA	LE	TR     	2:30p - 5:25p	CI	Gowsell, K.	06/22/2016 - 08/06/2016
ACCT2082	(3)	MANAGERIAL ACCT	700022	WEST	LE	MWF    	10:30a - 12:30p	CI	Pennington, A.	06/22/2016 - 08/06/2016
ACCT2082	(3)	MANAGERIAL ACCT	701093	UCBA	LE	MW     	6:00p - 8:55p	CI	Widdig, M.	06/22/2016 - 08/06/2016
ACCT2082	(3)	MANAGERIAL ACCT	702224	CLER	LE	TR     	6:00p - 8:50p	CI	Staff	06/22/2016 - 08/06/2016
ACCT4033	(3)	ADV FINL REPORTING	700028	WEST	LE	MWF    	10:30a - 12:30p	CI	Crawley, R.	06/22/2016 - 08/06/2016
ACCT6075	(3*)	CONSOL FIN STATE	700031	WEST	LE	MWF    	1:00p - 3:00p	CI	Sale, J.	06/22/2016 - 08/06/2016
ACCT8036	(2G)	INTL TAX	700037	OT	TBA	WB	Steinke, H.	06/22/2016 - 08/06/2016
ACCT8044	(2G)	STATE AND LOCAL TAX	700040	OT	TBA	WB	Kline, J.	06/22/2016 - 08/06/2016
ACCT8050	(1G)	FED TAX PL & RES 2	700041	OT	TBA	WB	Bruns, M.	06/22/2016 - 08/06/2016
AIS3001	(3)	MID COL EXP BRIDGNG	701097	UCBA	LE	T      	6:00p - 8:00p	CI	Rankey, P.	OT	TBA	WB	06/22/2016 - 08/06/2016
AIS3050	(3)	LAW & ETHICS	702336	CLER	LE	TR     	6:00p - 7:20p	CI	Davis, W.	OT	TBA	WB	06/22/2016 - 08/06/2016
AIS4012	(3)	TRDS COMM TECH/BUS	702340	CLER	LE	T      	6:00p - 8:50p	CI	Zha, W.	06/22/2016 - 08/06/2016
ARCH7082	(3G)	ENVIR TECH 2	702693	WEST	LE	TR     	9:30a - 12:20p	CI	Harfmann, A.	06/22/2016 - 08/06/2016
ASL1001	(3)	BEGINNING ASL I	701072	UCBA	LE	MWF    	10:30a - 12:30p	CI	Staff	06/22/2016 - 08/06/2016
ASL1001	(3)	BEGINNING ASL I	701075	UCBA	LE	MWF    	8:00a - 10:00a	CI	Staff	06/22/2016 - 08/06/2016
ASL1002	(3)	BEGINNING ASL II	701074	UCBA	LE	MWF    	8:00a - 10:00a	CI	Staff	06/22/2016 - 08/06/2016
ASL1002	(3)	BEGINNING ASL II	702077	CLER	LE	TR     	9:00a - 11:50a	CI	Havens, M.	06/22/2016 - 08/06/2016
ASL1002	(3)	BEGINNING ASL II	702936	WEST	LE	MWF    	10:30a - 12:30p	CI	Oyeniyi, A.	06/22/2016 - 08/06/2016
ASL2002	(3)	INTERMEDIATE ASL II	702080	CLER	LE	MW     	9:00a - 11:50a	CI	Neu, D.	06/22/2016 - 08/06/2016
ASL2002	(3)	INTERMEDIATE ASL II	702938	WEST	LE	TR     	11:15a - 2:10p	CI	Oyeniyi, A.	06/22/2016 - 08/06/2016
ASL2003	(3)	PSY-SOCIAL DEAFNESS	702941	LE	TBA	WB	Jean-Baptiste, E.	06/22/2016 - 08/06/2016
ASL2004	(3)	LEGAL ISS DEAFNESS	702942	LE	TBA	WB	Van Nice, S.	06/22/2016 - 08/06/2016
BA2080	(1)	CAREER SUCC STRATEG	700670	IS	TBA	IN	Trimboli, C.	06/22/2016 - 08/06/2016
BA3080	(3)	BUS PROFESSIONALISM	700045	WEST	LE	TR     	11:30a - 2:30p	CI	Puckett, D.	06/22/2016 - 08/06/2016
BA7010	(2G)	CORP LAW & SOC RESP	700049	WEST	LE	M      	6:00p - 10:00p	CI	Burrell, P.	06/22/2016 - 08/06/2016
BANA2082	(3)	BUS. ANALYTICS II	700054	WEST	LE	MWF    	10:30a - 12:30p	CI	Rea, D.	06/22/2016 - 08/06/2016
BANA2082	(3)	BUS. ANALYTICS II	702138	OT	TBA	WB	Lennon, M.	06/22/2016 - 08/06/2016
BANA2082	(3)	BUS. ANALYTICS II	702317	UCBA	LE	TR     	6:00p - 8:55p	CI	Crabbe, J.	06/22/2016 - 08/06/2016
BANA2082	(3)	BUS. ANALYTICS II	703164	OT	TBA	WB	Huang, S.	06/22/2016 - 08/06/2016
BANA2082	(3)	BUS. ANALYTICS II	703180	OT	TBA	WB	Hatch, S.	06/22/2016 - 08/06/2016
BANA2082	(3)	BUS. ANALYTICS II	703268	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
BANA7011	(2G)	DATA ANALYSIS	700058	OT	TBA	WB	Winkofsky, E.	06/22/2016 - 08/06/2016
BIOL1021	(3)	INTRO BIOLOGY I	702907	OT	TBA	WB	Clark, K.	06/22/2016 - 08/06/2016
BIOL1021L	(1)	INTRO BIOLOGY I LAB	702910	CLER	LB	MW     	8:00a - 10:50a	CI	Barkhurst, D.	06/22/2016 - 08/06/2016
BIOL1052C	(4)	BIOL HEALTH PROFESS	700933	UCBA	LB	MTWR   	9:40a - 11:10a	CI	Mallory, B.	UCBA	LE	MTWR   	8:00a - 9:30a	CI	06/22/2016 - 08/06/2016
BIOL1082	(3)	BIOLOGY II	700937	UCBA	LE	MW     	8:00a - 10:50a	CI	Tran, M.	06/22/2016 - 08/06/2016
BIOL1082	(3)	BIOLOGY II	701585	WEST	LE	MWF    	10:30a - 12:30p	CI	Mosley, L.	06/22/2016 - 08/06/2016
BIOL1082L	(1)	BIOLOGY II LAB	700939	UCBA	LB	MW     	12:00p - 2:50p	CI	Tran, M.	06/22/2016 - 08/06/2016
BIOL1082L	(1)	BIOLOGY II LAB	701586	WEST	LB	TR     	10:30a - 1:30p	CI	Beyette, J.	06/22/2016 - 08/06/2016
BIOL1082L	(1)	BIOLOGY II LAB	701587	WEST	LB	TR     	10:30a - 1:30p	CI	Beyette, J.	06/22/2016 - 08/06/2016
BIOL2002C	(4)	ANAT PHYS II	700945	UCBA	LB	MTR    	7:40p - 9:40p	CI	Zivkovic-marzou, D.	UCBA	LE	MTR    	5:30p - 7:30p	CI	06/22/2016 - 08/06/2016
BIOL2002C	(4)	ANAT PHYS II	700946	UCBA	LB	MTR    	1:00p - 2:00p	CI	Sarchet, B.	UCBA	LE	MTR    	10:30a - 12:30p	CI	06/22/2016 - 08/06/2016
BIOL2002C	(4)	ANAT PHYS II	701591	WEST	LB	TR     	10:30a - 12:30p	CI	Converse, R.	WEST	LE	MWF    	10:30a - 12:30p	CI	06/22/2016 - 08/06/2016
BIOL2002C	(4)	ANAT PHYS II	701592	WEST	LB	MW     	1:00p - 3:00p	CI	Converse, R.	WEST	LE	MWF    	10:30a - 12:30p	CI	06/22/2016 - 08/06/2016
BIOL2031C	(3)	MICROBIO HLTH PROF	700949	UCBA	LB	MWR    	12:00p - 2:20p	CI	Miller, A.	UCBA	LE	MWR    	10:30a - 11:50a	CI	06/22/2016 - 08/06/2016
BIOL2031C	(3)	MICROBIO HLTH PROF	700966	UCBA	LB	MWR    	7:00p - 9:20p	CI	Roschke, S.	UCBA	LE	MWR    	5:30p - 6:50p	CI	06/22/2016 - 08/06/2016
BIOL2031C	(3)	MICROBIO HLTH PROF	702922	CLER	LB	TR     	3:30p - 6:10p	CI	Green, C.	CLER	LE	TR     	1:30p - 3:20p	CI	06/22/2016 - 08/06/2016
BLAW2080	(3)	LEGAL ENVIRONMENT	700068	WEST	LE	MWF    	1:00p - 3:00p	CI	Burrell, P.	06/22/2016 - 08/06/2016
BLAW2080	(3)	LEGAL ENVIRONMENT	702227	OT	TBA	WB	Beetem, A.	06/22/2016 - 08/06/2016
CHEM1041	(4)	GEN CHEM II	700423	UCBA	LE	MTRF   	10:30a - 12:30p	CI	Fisher, D.	06/22/2016 - 08/06/2016
CHEM1041L	(1)	GEN CHEM LAB II	700425	UCBA	LB	TR     	1:30p - 4:20p	CI	Stringfield, T.	06/22/2016 - 08/06/2016
CHEM1041L	(1)	GEN CHEM LAB II	700426	UCBA	LB	TR     	1:30p - 4:20p	CI	Lundstedt, A.	06/22/2016 - 08/06/2016
CI2001	(3)	DIGITAL COMM LEARN	702182	LE	TBA	WB	Schroeder, S.	06/22/2016 - 08/06/2016
CI6084	(3*)	THEORY ONLINE LEARN	702284	LE	TBA	WB	Miranda, M.	06/22/2016 - 08/06/2016
CI7003	(3G)	TCH & LRN DIV CLASS	702286	LE	TBA	WB	Chandler, P.	06/22/2016 - 08/06/2016
CI7032	(3G)	SCI LRN:INQUIRY SET	702289	LE	TBA	WB	Stinson, J.	06/22/2016 - 08/06/2016
CJ1002	(3)	INTRO CRIMINOLOGY	700407	IS	TBA	WB	Feldmeyer, B.	06/22/2016 - 08/06/2016
CJ1002	(3)	INTRO CRIMINOLOGY	701092	UCBA	LE	TR     	11:15a - 2:10p	CI	Elvey, K.	06/22/2016 - 08/06/2016
CJ4002	(1)	CORRECTIONAL CASE P	702980	IS	TBA	WB	Lux, J.	06/22/2016 - 08/06/2016
CJ4003	(1)	BEHAV MANAGEMT SYST	702982	IS	TBA	WB	Rogalski-Davis, L.	06/22/2016 - 08/06/2016
CJ4004	(1)	ADDRESSING RESPONSI	702984	IS	TBA	WB	Staff	06/22/2016 - 08/06/2016
CJ6012	(3*)	CYBERCRIME	700983	IS	TBA	WB	Nedelec, J.	06/22/2016 - 08/06/2016
CJ7011	(3G)	SEM LAW SOC CONTROL	700986	IS	TBA	WB	Browning, S.	06/22/2016 - 08/06/2016
CJ7040	(3G)	APPLIED STATS CJ	700982	IS	TBA	WB	Barnes, J.	06/22/2016 - 08/06/2016
CJ8060	(3G)	SEM CORRECT REHAB	700981	IS	TBA	WB	Smith, P.	06/22/2016 - 08/06/2016
CJ8096	(3G)	SP TOPICS CRIMINOLO	700987	IS	TBA	WB	Staff	06/22/2016 - 08/06/2016
CJTN1073	(3)	INT/INT/TESTIFY	702618	CLER	LE	TR     	9:00a - 11:50a	CI	Bridgeman, E.	06/22/2016 - 08/06/2016
CJTN2045	(3)	FOR APPS 2	702620	CLER	LE	TR     	6:00p - 8:50p	CI	Hawkins, D.	06/22/2016 - 08/06/2016
CJTN2061	(12)	BAS POL ACAD 1	702622	LE	TBA	CI	Bridgeman, E.	06/22/2016 - 08/06/2016
CJTN2099	(3)	APP LE FLD PLAC	702624	FE	TBA	CI	Strater, S.	06/22/2016 - 08/06/2016
COMM1071	(3)	INTRO PUBLIC SPEECH	700353	UCBA	LE	MWF    	1:00p - 3:00p	CI	Shade, D.	06/22/2016 - 08/06/2016
COMM1071	(3)	INTRO PUBLIC SPEECH	702598	CLER	LE	T      	9:00a - 11:50a	CI	Zha, W.	OT	TBA	WB	06/22/2016 - 08/06/2016
COMM2081	(3)	BUSINESS COMM	700355	UCBA	LE	MWF    	10:30a - 12:30p	CI	Shade, D.	06/22/2016 - 08/06/2016
COMM2081	(3)	BUSINESS COMM	702599	OT	TBA	WB	Lauzon, R.	06/22/2016 - 08/06/2016
ECE2000	(3)	INTRO CHILD DEV	701095	UCBA	LE	TR     	8:00a - 10:55a	CI	Miller, A.	06/22/2016 - 08/06/2016
ECON1001	(3)	INTRO TO MICROECON	701103	UCBA	LE	TR     	11:15a - 2:10p	CI	Lutz, W.	06/22/2016 - 08/06/2016
ECON1001	(3)	INTRO TO MICROECON	702230	OT	TBA	WB	Way, D.	06/22/2016 - 08/06/2016
ECON1002	(3)	INTRO TO MACROECON	700074	WEST	LE	TR     	11:30a - 2:30p	CI	Flaherty, B.	06/22/2016 - 08/06/2016
ECON1002	(3)	INTRO TO MACROECON	701107	UCBA	LE	TR     	6:00p - 8:55p	CI	Lutz, W.	06/22/2016 - 08/06/2016
ECON1002	(3)	INTRO TO MACROECON	702232	CLER	LE	W      	6:00p - 8:50p	CI	Rude, R.	OT	TBA	WB	06/22/2016 - 08/06/2016
ECON1002	(3)	INTRO TO MACROECON	702234	OT	TBA	WB	Mavi, P.	06/22/2016 - 08/06/2016
ECON1002	(3)	INTRO TO MACROECON	702235	OT	TBA	WB	Mavi, P.	06/22/2016 - 08/06/2016
ECON3083	(3)	ECONOMY OF CHINA	700076	WEST	LE	TR     	6:00p - 9:00p	CI	Guo, H.	06/22/2016 - 08/06/2016
ECON7020	(2G)	MANAGERIAL ECON	700079	WEST	LE	T      	6:00p - 10:00p	CI	Jones, M.	06/22/2016 - 08/06/2016
EDST7011	(3G)	STAT DATA ANALYS II	703051	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
EECE6012	(3*)	CNTMP INSTM & AUTOM	703151	LE	TBA	WB	Garrett, P.	06/22/2016 - 08/06/2016
EGTN2051C	(3)	CNC TECHNOLOGY	702185	CLER	LL	TR     	6:00p - 9:50p	CI	Goodman, C.	06/22/2016 - 08/06/2016
EMDT2091C	(3)	SPECIAL TOPICS II	INTRO GAME ENGINE	700714	UCBA	LE	TR     	6:00p - 8:55p	CI	Ferdinand, T.	06/22/2016 - 08/06/2016
EMED1001	(3)	MEDIAINLIFE	700959	LE	TBA	WB	Owens, J.	06/22/2016 - 08/06/2016
ENGL1001	(3)	ENGLISH COMP	700356	UCBA	LE	MWF    	10:30a - 12:30p	CI	Hensley, A.	06/22/2016 - 08/06/2016
ENGL1001	(3)	ENGLISH COMP	700358	UCBA	LE	TR     	2:30p - 5:25p	CI	Bogen, A.	06/22/2016 - 08/06/2016
ENGL1001	(3)	ENGLISH COMP	702089	CLER	LE	MW     	9:00a - 11:50a	CI	Fetters, C.	06/22/2016 - 08/06/2016
ENGL1001	(3)	ENGLISH COMP	702090	CLER	LE	MW     	12:00p - 2:50p	CI	Fetters, C.	06/22/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	700359	UCBA	LE	MWF    	3:30p - 5:30p	CI	Bailie, B.	06/22/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	700360	UCBA	LE	MWF    	1:00p - 3:00p	CI	Bailie, B.	06/22/2016 - 08/06/2016
ENGR6002	(3*)	MGT. OF PROF	703113	LE	TBA	WB	Hicks, S.	06/22/2016 - 08/06/2016
FAA1020	(3)	PAINTING FUND I	701059	UCBA	LE	TR     	2:30p - 5:25p	CI	Malczan, W.	06/22/2016 - 08/06/2016
FIN4021	(3)	DERIVATIVES	700098	WEST	LE	MWF    	10:30a - 12:30p	CI	Karahan, S.	06/22/2016 - 08/06/2016
FIN7000	(1G)	FIN FOUNDATIONS	700105	OT	TBA	WB	Gao, Y.	06/22/2016 - 08/06/2016
FIN7037	(3G)	FIXED INCOME	700108	WEST	LE	MW     	6:00p - 9:00p	CI	Yu, T.	06/22/2016 - 08/06/2016
FREN1002	(5)	BASIC FRENCH II	701336	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
FREN1002	(5)	BASIC FRENCH II	701337	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
FREN1002	(5)	BASIC FRENCH II	702068	OT	TBA	WB	Dinsmore, T.	06/22/2016 - 08/06/2016
FREN1012	(3)	EXTENDED FRENCH 2	701125	UCBA	LE	MW     	6:00p - 8:55p	CI	Staff	06/22/2016 - 08/06/2016
GEOG1004	(3)	HUMAN GEOG	703241	OT	TBA	WB	Brewer, J.	06/22/2016 - 08/06/2016
GEOG1011	(3)	WEATHR, CLIM BIOSPH	702195	CLER	LE	MW     	9:00a - 11:50a	CI	Taylor, J.	06/22/2016 - 08/06/2016
GEOG2062	(3)	PEOPLE & ENVIR 2	703276	OT	TBA	WB	Jaskowiak, M.	06/22/2016 - 08/06/2016
GRMN1012	(3)	EXT BASIC GERMAN 2	701080	UCBA	LE	TR     	6:00p - 8:55p	CI	Staff	06/22/2016 - 08/06/2016
GRMN1012	(3)	EXT BASIC GERMAN 2	703131	OT	TBA	WB	Ruwe, C.	06/22/2016 - 08/06/2016
HCA7002	(3G)	HSM 2: PRIN LDSHP	702721	LE	TBA	WB	Murdock, J.	06/22/2016 - 08/06/2016
HCA7032	(3G)	HP 2: LEG & ETH ISS	702722	LE	TBA	WB	Freedman, W.	06/22/2016 - 08/06/2016
HCA7033	(3G)	GLOBAL HLTH SYSTEMS	702723	LE	TBA	WB	York, K.	06/22/2016 - 08/06/2016
HI7010	(3G)	HLTH IS & TECH	701951	LE	TBA	WB	Wangia-Anderson, V.	06/22/2016 - 08/06/2016
HI7050	(3G)	PROJ MGMT	701953	LE	TBA	WB	Wangia-Anderson, V.	06/22/2016 - 08/06/2016
